year,month,weather,cost
2014,may,good,820
2014,june ,good,520
2014,june ,good,520
2014,june ,good,520
2014,june ,good,420
2014,june ,good,420
2014,june ,good,420
2014,july ,good,220
2014,july ,good,220
2014,july ,good,220
2014,july ,good,220
2014,july ,good,220
2014,july ,good,120
2014,august ,good,1020
2014,august ,good,1020
2014,august ,good,920
2014,august ,good,920
2014,august ,good,820
2014,august ,good,820
2014,september,good,420
2014,september,good,420
2014,september,good,420
2014,september,good,420
2014,september,good,320
2014,september,good,320
2014,october ,good,220
2014,october ,good,220
2014,october ,good,220
2014,october ,good,220
2014,october ,good,220
2014,october ,good,120
2014,november,good,420
2014,november,good,420
2014,november,good,420
2014,november,good,420
2014,november,good,320
2014,november,good,320
2014,december,good,220
2014,december,good,220
2014,december,good,220
2014,december,good,120
2014,december,good,120
2014,december,good,120
2014,january,bad,220
2014,january,bad,220
2014,january,bad,220
2014,january,bad,220
2014,january,bad,320
2014,january,bad,320
2014,february,bad,420
2014,february,bad,420
2014,february,bad,420
2014,february,bad,420
2014,february,bad,520
2014,february,bad,520
2014,march,bad,820
2014,march,bad,820
2014,march,bad,820
2014,march,bad,920
2014,march,bad,920
2014,march,bad,920
2014,april ,bad,6220
2014,april ,bad,5820
2014,april ,bad,6220
2014,april ,bad,6320
2014,april ,bad,6320
2014,april ,bad,6520
2014,may,bad,2020
2014,may,bad,2120
2014,may,bad,2220
2014,may,bad,2210
2014,may,bad,1920
2014,may,bad,2020
2014,june ,bad,1020
2014,june ,bad,1220
2014,june ,bad,1020
2014,june ,bad,1220
2014,june ,bad,1020
2014,june ,bad,1220
2014,july ,bad,420
2014,july ,bad,420
2014,july ,bad,520
2014,july ,bad,520
2014,july ,bad,420
2014,july ,bad,520
2014,august ,bad,2020
2014,august ,bad,2020
2014,august ,bad,2220
2014,august ,bad,1920
2014,august ,bad,2120
2014,august ,bad,1820
2014,september,bad,820
2014,september,bad,820
2014,september,bad,920
2014,september,bad,1020
2014,september,bad,920
2014,september,bad,1020
2014,october ,bad,420
2014,october ,bad,420
2014,october ,bad,420
2014,october ,bad,420
2014,october ,bad,420
2014,october ,bad,520
2014,november,bad,820
2014,november,bad,820
2014,november,bad,820
2014,november,bad,820
2014,november,bad,820
2014,november,bad,820
2014,december,bad,420
2014,december,bad,420
2014,december,bad,420
2014,december,bad,520
2014,december,bad,520
2014,december,bad,520
2014,january,bad,220
2014,february,bad,420
2014,march,bad,820
2014,april ,bad,6020
2014,may,bad,2020
2014,june ,bad,1020
2014,july ,bad,420
2014,august ,bad,2020
2014,september,bad,820
2014,october ,bad,420
2014,november,bad,820
2014,december,bad,420
2014,january,good,120
2014,april ,bad,7020
2014,april ,bad,7020
2014,december,bad,570
2014,april ,bad,5820
2014,april ,bad,6220
2014,april ,bad,6320
2014,april ,bad,6520
2014,april ,bad,6620
2014,april ,bad,6620
2014,august ,good,1620
2014,june ,bad,2210
2014,april ,bad,6620
2015,january,good,150
2015,february,good,250
2015,march,good,450
2015,april ,good,3050
2015,may,good,1050
2015,june ,good,550
2015,july ,good,250
2015,august ,good,1050
2015,september,good,450
2015,october ,good,250
2015,november,good,450
2015,december,good,250
2015,january,bad,250
2015,february,bad,450
2015,march,bad,850
2015,april ,bad,6050
2015,may,bad,2050
2015,june ,bad,1050
2015,july ,bad,450
2015,august ,bad,2050
2015,september,bad,850
2015,october ,bad,450
2015,november,bad,850
2015,december,bad,450
2015,january,good,250
2015,january,bad,350
2015,january,good,150
2015,february,good,250
2015,february,bad,450
2015,february,good,250
2015,february,bad,550
2015,january,bad,250
2015,march,good,350
2015,march,good,350
2015,march,bad,850
2015,march,bad,950
2015,april ,bad,6250
2015,april ,bad,6450
2015,april ,good,2850
2015,april ,good,2650
2015,may,bad,2250
2015,may,bad,2450
2015,may,good,850
2015,may,good,650
2015,june ,bad,1050
2015,june ,bad,1050
2015,june ,good,550
2015,june ,good,650
2015,july ,bad,450
2015,july ,bad,550
2015,july ,good,350
2015,july ,good,250
2015,august ,bad,2250
2015,august ,bad,2250
2015,august ,good,1050
2015,august ,good,950
2015,september,good,350
2015,september,good,450
2015,september,bad,950
2015,september,bad,1050
2015,october ,good,150
2015,october ,good,250
2015,october ,bad,450
2015,october ,bad,550
2015,november,bad,950
2015,november,bad,1050
2015,november,good,350
2015,november,good,450
2015,december,bad,450
2015,december,bad,550
2015,december,good,150
2015,december,good,250
2015,january,good,150
2015,january,good,150
2015,january,bad,450
2015,january,bad,450
2015,february,bad,650
2015,february,bad,750
2015,february,good,150
2015,february,good,150
2015,march,good,250
2015,march,good,150
2015,march,bad,1050
2015,march,bad,1050
2015,april ,bad,6450
2015,april ,bad,6450
2015,april ,good,2050
2015,april ,good,1050
2015,may,bad,3050
2015,may,bad,2850
2015,may,good,850
2015,may,good,950
2015,june ,bad,1050
2015,june ,bad,1650
2015,june ,good,350
2015,june ,good,250
2015,july ,bad,850
2015,july ,bad,1050
2015,july ,good,150
2015,july ,good,150
2015,august ,bad,2650
2015,august ,bad,3050
2015,august ,good,550
2015,august ,good,350
2015,september,good,250
2015,september,good,250
2015,september,bad,1050
2015,september,bad,1050
2015,october ,good,250
2015,october ,good,150
2015,october ,bad,850
2015,october ,bad,750
2015,november,bad,1050
2015,november,bad,1650
2015,november,good,250
2015,november,good,150
2015,december,bad,650
2015,december,bad,850
2015,december,good,250
2015,december,good,150
2015,january,good,150
2015,february,bad,550
2015,march,good,450
2015,april ,bad,5800
2015,may,good,950
2015,june ,bad,1050
2015,july ,good,250
2015,august ,bad,2250
2015,september,good,450
2015,october ,bad,450
2015,november,good,350
2015,december,bad,450
2015,january,good,150
2015,january,good,150
2015,january,good,150
2015,january,good,250
2015,january,good,250
2015,january,good,250
2015,february,good,250
2015,february,good,250
2015,february,good,250
2015,february,good,350
2015,february,good,350
2015,february,good,350
2015,march,good,450
2015,march,good,450
2015,march,good,450
2015,march,good,450
2015,march,good,550
2015,march,good,550
2015,april ,good,3050
2015,april ,good,3250
2015,april ,good,3050
2015,april ,good,3360
2015,april ,good,2850
2015,april ,good,2850
2015,may,good,1050
2015,may,good,1050
2015,may,good,1050
2015,may,good,850
2015,may,good,950
2015,may,good,850
2015,june ,good,550
2015,june ,good,550
2015,june ,good,550
2015,june ,good,450
2015,june ,good,450
2015,june ,good,450
2015,july ,good,250
2015,july ,good,250
2015,july ,good,250
2015,july ,good,250
2015,july ,good,250
2015,july ,good,150
2015,august ,good,1050
2015,august ,good,1050
2015,august ,good,950
2015,august ,good,950
2015,august ,good,850
2015,august ,good,850
2015,september,good,450
2015,september,good,450
2015,september,good,450
2015,september,good,450
2015,september,good,350
2015,september,good,350
2015,october ,good,250
2015,october ,good,250
2015,october ,good,250
2015,october ,good,250
2015,october ,good,250
2015,october ,good,150
2015,november,good,450
2015,november,good,450
2015,november,good,450
2015,november,good,450
2015,november,good,350
2015,november,good,350
2015,december,good,250
2015,december,good,250
2015,december,good,250
2015,december,good,150
2015,december,good,150
2015,december,good,150
2015,january,bad,250
2015,january,bad,250
2015,january,bad,250
2015,january,bad,250
2015,january,bad,350
2015,january,bad,350
2015,february,bad,450
2015,february,bad,450
2015,february,bad,450
2015,february,bad,450
2015,february,bad,550
2015,february,bad,550
2015,march,bad,850
2015,march,bad,850
2015,march,bad,850
2015,march,bad,950
2015,march,bad,950
2015,march,bad,950
2015,april ,bad,6250
2015,april ,bad,5850
2015,april ,bad,6250
2015,april ,bad,6250
2015,april ,bad,6450
2015,april ,bad,6650
2015,may,bad,2050
2015,may,bad,2050
2015,may,bad,2250
2015,may,bad,2250
2015,may,bad,1850
2015,may,bad,2050
2015,june ,bad,1050
2015,june ,bad,1250
2015,june ,bad,1050
2015,june ,bad,1250
2015,june ,bad,1160
2015,june ,bad,1250
2015,july ,bad,450
2015,july ,bad,450
2015,july ,bad,550
2015,july ,bad,550
2015,july ,bad,450
2015,july ,bad,550
2015,august ,bad,2050
2015,august ,bad,2050
2015,august ,bad,2250
2015,august ,bad,1850
2015,august ,bad,2250
2015,august ,bad,1850
2015,september,bad,850
2015,september,bad,850
2015,september,bad,950
2015,september,bad,1050
2015,september,bad,950
2015,september,bad,1050
2015,october ,bad,450
2015,october ,bad,450
2015,october ,bad,450
2015,october ,bad,450
2015,october ,bad,450
2015,october ,bad,550
2015,november,bad,850
2015,november,bad,850
2015,november,bad,850
2015,november,bad,850
2015,november,bad,850
2015,november,bad,850
2015,december,bad,450
2015,december,bad,450
2015,december,bad,450
2015,december,bad,550
2015,december,bad,550
2015,december,bad,550
2015,january,good,150
2015,february,good,250
2015,march,good,450
2015,april ,good,3050
2015,may,good,1050
2015,june ,good,550
2015,july ,good,250
2015,august ,good,1050
2015,september,good,450
2015,october ,good,250
2015,november,good,450
2015,december,good,250
2015,january,bad,250
2015,february,bad,450
2015,march,bad,850
2015,april ,bad,6050
2015,may,bad,2050
2015,june ,bad,1050
2015,july ,bad,450
2015,august ,bad,2050
2015,september,bad,850
2015,october ,bad,450
2015,november,bad,850
2015,december,bad,450
2015,january,good,250
2015,january,bad,350
2015,january,good,150
2015,february,good,150
2015,february,bad,450
2015,february,good,250
2015,february,bad,550
2015,january,bad,250
2015,march,good,350
2015,march,good,350
2015,march,bad,850
2015,march,bad,950
2015,april ,bad,6250
2015,april ,bad,6450
2015,april ,good,2850
2015,april ,good,2650
2015,may,bad,2250
2015,may,bad,2450
2015,may,good,850
2015,may,good,650
2015,june ,bad,1050
2015,june ,bad,1050
2015,june ,good,600
2015,june ,good,650
2015,july ,bad,450
2015,july ,bad,550
2015,july ,good,350
2015,july ,good,250
2015,august ,bad,2050
2015,august ,bad,2250
2015,august ,good,1250
2015,august ,good,950
2015,september,good,350
2015,september,good,450
2015,september,bad,950
2015,september,bad,1050
2015,october ,good,150
2015,october ,good,250
2015,october ,bad,450
2015,october ,bad,550
2015,november,bad,950
2015,november,bad,1050
2015,november,good,350
2015,november,good,450
2015,december,bad,450
2015,december,bad,550
2015,december,good,150
2015,december,good,250
2015,january,good,150
2015,january,good,150
2015,january,bad,450
2015,january,bad,450
2015,february,bad,650
2015,february,bad,750
2015,february,good,150
2015,february,good,150
2015,march,good,250
2015,march,good,150
2015,march,bad,1050
2015,march,bad,1050
2015,april ,bad,6450
2015,april ,bad,7050
2015,april ,good,2050
2015,april ,good,1050
2015,may,bad,3050
2015,may,bad,2850
2015,may,good,850
2015,may,good,950
2015,june ,bad,1160
2015,june ,bad,1650
2015,june ,good,350
2015,june ,good,250
2015,july ,bad,850
2015,july ,bad,1050
2015,july ,good,150
2015,july ,good,150
2015,august ,bad,2450
2015,august ,bad,3050
2015,august ,good,550
2015,august ,good,350
2015,september,good,250
2015,september,good,250
2015,september,bad,1050
2015,september,bad,1250
2015,october ,good,250
2015,october ,good,150
2015,october ,bad,850
2015,october ,bad,750
2015,november,bad,1050
2015,november,bad,1650
2015,november,good,250
2015,november,good,250
2015,december,bad,650
2015,december,bad,850
2015,december,good,150
2015,december,good,150
2015,january,good,150
2015,february,bad,550
2015,march,good,450
2015,april ,bad,5800
2015,may,good,950
2015,june ,bad,1050
2015,july ,good,250
2015,august ,bad,2050
2015,september,good,450
2015,october ,bad,450
2015,november,good,350
2015,december,bad,450
2015,january,good,150
2015,january,good,150
2015,january,good,150
2015,january,good,250
2015,january,good,250
2015,january,good,250
2015,february,good,250
2015,february,good,250
2015,february,good,250
2015,february,good,350
2015,february,good,350
2015,february,good,350
2015,march,good,450
2015,march,good,450
2015,march,good,450
2015,march,good,450
2015,march,good,550
2015,march,good,550
2015,april ,good,3050
2015,april ,good,3250
2015,april ,good,3050
2015,april ,good,3360
2015,april ,good,3050
2015,april ,good,2850
2015,may,good,1050
2015,may,good,1050
2015,may,good,1050
2015,may,good,850
2015,may,good,950
2015,may,good,850
2015,june ,good,550
2015,june ,good,550
2015,june ,good,550
2015,june ,good,450
2015,june ,good,450
2015,june ,good,450
2015,july ,good,250
2015,july ,good,250
2015,july ,good,250
2015,july ,good,250
2015,july ,good,250
2015,july ,good,150
2015,august ,good,1050
2015,august ,good,1050
2015,august ,good,950
2015,august ,good,950
2015,august ,good,850
2015,august ,good,850
2015,september,good,450
2015,september,good,450
2015,september,good,450
2015,september,good,450
2015,september,good,350
2015,september,good,350
2015,october ,good,250
2015,october ,good,250
2015,october ,good,250
2015,october ,good,250
2015,october ,good,250
2015,october ,good,150
2015,november,good,450
2015,november,good,450
2015,november,good,450
2015,november,good,450
2015,november,good,350
2015,november,good,350
2015,december,good,250
2015,december,good,250
2015,december,good,250
2015,december,good,150
2015,december,good,150
2015,december,good,150
2015,january,bad,250
2015,january,bad,250
2015,january,bad,250
2015,january,bad,250
2015,january,bad,350
2015,january,bad,350
2015,february,bad,450
2015,february,bad,450
2015,february,bad,450
2015,february,bad,450
2015,february,bad,550
2015,february,bad,550
2015,march,bad,850
2015,march,bad,850
2015,march,bad,850
2015,march,bad,950
2015,march,bad,950
2015,march,bad,950
2015,april ,bad,6250
2015,april ,bad,5850
2015,april ,bad,6250
2015,april ,bad,6350
2015,april ,bad,6350
2015,april ,bad,6550
2015,may,bad,2050
2015,may,bad,2150
2015,may,bad,2250
2015,may,bad,2350
2015,may,bad,1950
2015,may,bad,2050
2015,june ,bad,1050
2015,june ,bad,1250
2015,june ,bad,1050
2015,june ,bad,1250
2015,june ,bad,1050
2015,june ,bad,1250
2015,july ,bad,450
2015,july ,bad,450
2015,july ,bad,550
2015,july ,bad,550
2015,july ,bad,450
2015,july ,bad,550
2015,august ,bad,2050
2015,august ,bad,2050
2015,august ,bad,2250
2015,august ,bad,1950
2015,august ,bad,2150
2015,august ,bad,1850
2015,september,bad,850
2015,september,bad,850
2015,september,bad,950
2015,september,bad,1050
2015,september,bad,950
2015,september,bad,1050
2015,october ,bad,450
2015,october ,bad,450
2015,october ,bad,450
2015,october ,bad,450
2015,october ,bad,450
2015,october ,bad,550
2015,november,bad,850
2015,november,bad,850
2015,november,bad,850
2015,november,bad,850
2015,november,bad,850
2015,november,bad,850
2015,december,bad,450
2015,december,bad,450
2015,december,bad,450
2015,december,bad,550
2015,december,bad,550
2015,december,bad,550
2015,january,bad,250
2015,february,bad,450
2015,march,bad,850
2015,april ,bad,6050
2015,may,bad,2050
2015,june ,bad,1050
2015,july ,bad,450
2015,august ,bad,2050
2015,september,bad,850
2015,october ,bad,450
2015,november,bad,850
2015,december,bad,450
2015,january,good,150
2015,april ,bad,7050
2015,april ,bad,7050
2015,december,bad,600
2015,april ,bad,5850
2015,april ,bad,6250
2015,april ,bad,6350
2015,april ,bad,6550
2015,april ,bad,6650
2015,april ,bad,6650
2015,august ,good,1650
2015,june ,bad,2350
2015,april ,bad,6650
2016,january,good,140
2016,february,good,240
2016,march,good,440
2016,april ,good,3040
2016,may,good,1040
2016,june ,good,540
2016,july ,good,240
2016,august ,good,1040
2016,september,good,440
2016,october ,good,240
2016,november,good,440
2016,december,good,240
2016,january,bad,240
2016,february,bad,440
2016,march,bad,840
2016,april ,bad,6040
2016,may,bad,2040
2016,june ,bad,1040
2016,july ,bad,440
2016,august ,bad,2040
2016,september,bad,840
2016,october ,bad,440
2016,november,bad,840
2016,december,bad,440
2016,january,good,240
2016,january,bad,340
2016,january,good,140
2016,february,good,240
2016,february,bad,440
2016,february,good,240
2016,february,bad,540
2016,january,bad,240
2016,march,good,340
2016,march,good,340
2016,march,bad,840
2016,march,bad,940
2016,april ,bad,6240
2016,april ,bad,6440
2016,april ,good,2840
2016,april ,good,2960
2016,may,bad,2240
2016,may,bad,2440
2016,may,good,840
2016,may,good,640
2016,june ,bad,1040
2016,june ,bad,1040
2016,june ,good,540
2016,june ,good,640
2016,july ,bad,440
2016,july ,bad,540
2016,july ,good,340
2016,july ,good,240
2016,august ,bad,2240
2016,august ,bad,2240
2016,august ,good,1040
2016,august ,good,940
2016,september,good,340
2016,september,good,440
2016,september,bad,940
2016,september,bad,1040
2016,october ,good,140
2016,october ,good,240
2016,october ,bad,440
2016,october ,bad,540
2016,november,bad,940
2016,november,bad,1040
2016,november,good,340
2016,november,good,440
2016,december,bad,440
2016,december,bad,540
2016,december,good,140
2016,december,good,240
2016,january,good,140
2016,january,good,140
2016,january,bad,440
2016,january,bad,440
2016,february,bad,640
2016,february,bad,740
2016,february,good,140
2016,february,good,140
2016,march,good,240
2016,march,good,140
2016,march,bad,1040
2016,march,bad,1040
2016,april ,bad,6440
2016,april ,bad,6440
2016,april ,good,2040
2016,april ,good,1040
2016,may,bad,3040
2016,may,bad,2840
2016,may,good,840
2016,may,good,940
2016,june ,bad,1040
2016,june ,bad,1640
2016,june ,good,340
2016,june ,good,240
2016,july ,bad,840
2016,july ,bad,1040
2016,july ,good,140
2016,july ,good,140
2016,august ,bad,2960
2016,august ,bad,3040
2016,august ,good,540
2016,august ,good,340
2016,september,good,240
2016,september,good,240
2016,september,bad,1040
2016,september,bad,1040
2016,october ,good,240
2016,october ,good,140
2016,october ,bad,840
2016,october ,bad,740
2016,november,bad,1040
2016,november,bad,1640
2016,november,good,240
2016,november,good,140
2016,december,bad,640
2016,december,bad,840
2016,december,good,240
2016,december,good,140
2016,january,good,140
2016,february,bad,540
2016,march,good,440
2016,april ,bad,5960
2016,may,good,940
2016,june ,bad,1040
2016,july ,good,240
2016,august ,bad,2240
2016,september,good,440
2016,october ,bad,440
2016,november,good,340
2016,december,bad,440
2016,january,good,140
2016,january,good,140
2016,january,good,140
2016,january,good,240
2016,january,good,240
2016,january,good,240
2016,february,good,240
2016,february,good,240
2016,february,good,240
2016,february,good,340
2016,february,good,340
2016,february,good,340
2016,march,good,440
2016,march,good,440
2016,march,good,440
2016,march,good,440
2016,march,good,540
2016,march,good,540
2016,april ,good,3040
2016,april ,good,3050
2016,april ,good,3040
2016,april ,good,3440
2016,april ,good,2840
2016,april ,good,2840
2016,may,good,1040
2016,may,good,1040
2016,may,good,1040
2016,may,good,840
2016,may,good,940
2016,may,good,840
2016,june ,good,540
2016,june ,good,540
2016,june ,good,540
2016,june ,good,440
2016,june ,good,440
2016,june ,good,440
2016,july ,good,240
2016,july ,good,240
2016,july ,good,240
2016,july ,good,240
2016,july ,good,240
2016,july ,good,140
2016,august ,good,1040
2016,august ,good,1040
2016,august ,good,940
2016,august ,good,940
2016,august ,good,840
2016,august ,good,840
2016,september,good,440
2016,september,good,440
2016,september,good,440
2016,september,good,440
2016,september,good,340
2016,september,good,340
2016,october ,good,240
2016,october ,good,240
2016,october ,good,240
2016,october ,good,240
2016,october ,good,240
2016,october ,good,140
2016,november,good,440
2016,november,good,440
2016,november,good,440
2016,november,good,440
2016,november,good,340
2016,november,good,340
2016,december,good,240
2016,december,good,240
2016,december,good,240
2016,december,good,140
2016,december,good,140
2016,december,good,140
2016,january,bad,240
2016,january,bad,240
2016,january,bad,240
2016,january,bad,240
2016,january,bad,340
2016,january,bad,340
2016,february,bad,440
2016,february,bad,440
2016,february,bad,440
2016,february,bad,440
2016,february,bad,540
2016,february,bad,540
2016,march,bad,840
2016,march,bad,840
2016,march,bad,840
2016,march,bad,940
2016,march,bad,940
2016,march,bad,940
2016,april ,bad,6240
2016,april ,bad,5840
2016,april ,bad,6240
2016,april ,bad,6240
2016,april ,bad,6440
2016,april ,bad,6640
2016,may,bad,2040
2016,may,bad,2040
2016,may,bad,2240
2016,may,bad,2240
2016,may,bad,1840
2016,may,bad,2040
2016,june ,bad,1040
2016,june ,bad,1240
2016,june ,bad,1040
2016,june ,bad,1240
2016,june ,bad,1440
2016,june ,bad,1240
2016,july ,bad,440
2016,july ,bad,440
2016,july ,bad,540
2016,july ,bad,540
2016,july ,bad,440
2016,july ,bad,540
2016,august ,bad,2040
2016,august ,bad,2040
2016,august ,bad,2240
2016,august ,bad,1840
2016,august ,bad,2240
2016,august ,bad,1840
2016,september,bad,840
2016,september,bad,840
2016,september,bad,940
2016,september,bad,1040
2016,september,bad,940
2016,september,bad,1040
2016,october ,bad,440
2016,october ,bad,440
2016,october ,bad,440
2016,october ,bad,440
2016,october ,bad,440
2016,october ,bad,540
2016,november,bad,840
2016,november,bad,840
2016,november,bad,840
2016,november,bad,840
2016,november,bad,840
2016,november,bad,840
2016,december,bad,440
2016,december,bad,440
2016,december,bad,440
2016,december,bad,540
2016,december,bad,540
2016,december,bad,540
2016,january,good,140
2016,february,good,240
2016,march,good,440
2016,april ,good,3040
2016,may,good,1040
2016,june ,good,540
2016,july ,good,240
2016,august ,good,1040
2016,september,good,440
2016,october ,good,240
2016,november,good,440
2016,december,good,240
2016,january,bad,240
2016,february,bad,440
2016,march,bad,840
2016,april ,bad,6040
2016,may,bad,2040
2016,june ,bad,1040
2016,july ,bad,440
2016,august ,bad,2040
2016,september,bad,840
2016,october ,bad,440
2016,november,bad,840
2016,december,bad,440
2016,january,good,240
2016,january,bad,340
2016,january,good,140
2016,february,good,140
2016,february,bad,440
2016,february,good,240
2016,february,bad,540
2016,january,bad,240
2016,march,good,340
2016,march,good,340
2016,march,bad,840
2016,march,bad,940
2016,april ,bad,6240
2016,april ,bad,6440
2016,april ,good,2840
2016,april ,good,2960
2016,may,bad,2240
2016,may,bad,2440
2016,may,good,840
2016,may,good,640
2016,june ,bad,1040
2016,june ,bad,1040
2016,june ,good,590
2016,june ,good,640
2016,july ,bad,440
2016,july ,bad,540
2016,july ,good,340
2016,july ,good,240
2016,august ,bad,2040
2016,august ,bad,2240
2016,august ,good,1240
2016,august ,good,940
2016,september,good,340
2016,september,good,440
2016,september,bad,940
2016,september,bad,1040
2016,october ,good,140
2016,october ,good,240
2016,october ,bad,440
2016,october ,bad,540
2016,november,bad,940
2016,november,bad,1040
2016,november,good,340
2016,november,good,440
2016,december,bad,440
2016,december,bad,540
2016,december,good,140
2016,december,good,240
2016,january,good,140
2016,january,good,140
2016,january,bad,440
2016,january,bad,440
2016,february,bad,640
2016,february,bad,740
2016,february,good,140
2016,february,good,140
2016,march,good,240
2016,march,good,140
2016,march,bad,1040
2016,march,bad,1040
2016,april ,bad,6440
2016,april ,bad,7040
2016,april ,good,2040
2016,april ,good,1040
2016,may,bad,3040
2016,may,bad,2840
2016,may,good,840
2016,may,good,940
2016,june ,bad,1440
2016,june ,bad,1640
2016,june ,good,340
2016,june ,good,240
2016,july ,bad,840
2016,july ,bad,1040
2016,july ,good,140
2016,july ,good,140
2016,august ,bad,2440
2016,august ,bad,3040
2016,august ,good,540
2016,august ,good,340
2016,september,good,240
2016,september,good,240
2016,september,bad,1040
2016,september,bad,1240
2016,october ,good,240
2016,october ,good,140
2016,october ,bad,840
2016,october ,bad,740
2016,november,bad,1040
2016,november,bad,1640
2016,november,good,240
2016,november,good,240
2016,december,bad,640
2016,december,bad,840
2016,december,good,140
2016,december,good,140
2016,january,good,140
2016,february,bad,540
2016,march,good,440
2016,april ,bad,5960
2016,may,good,940
2016,june ,bad,1040
2016,july ,good,240
2016,august ,bad,2040
2016,september,good,440
2016,october ,bad,440
2016,november,good,340
2016,december,bad,440
2016,january,good,140
2016,january,good,140
2016,january,good,140
2016,january,good,240
2016,january,good,240
2016,january,good,240
2016,february,good,240
2016,february,good,240
2016,february,good,240
2016,february,good,340
2016,february,good,340
2016,february,good,340
2016,march,good,440
2016,march,good,440
2016,march,good,440
2016,march,good,440
2016,march,good,540
2016,march,good,540
2016,april ,good,3040
2016,april ,good,3050
2016,april ,good,3040
2016,april ,good,3440
2016,april ,good,3040
2016,april ,good,2840
2016,may,good,1040
2016,may,good,1040
2016,may,good,1040
2016,may,good,840
2016,may,good,940
2016,may,good,840
2016,june ,good,540
2016,june ,good,540
2016,june ,good,540
2016,june ,good,440
2016,june ,good,440
2016,june ,good,440
2016,july ,good,240
2016,july ,good,240
2016,july ,good,240
2016,july ,good,240
2016,july ,good,240
2016,july ,good,140
2016,august ,good,1040
2016,august ,good,1040
2016,august ,good,940
2016,august ,good,940
2016,august ,good,840
2016,august ,good,840
2016,september,good,440
2016,september,good,440
2016,september,good,440
2016,september,good,440
2016,september,good,340
2016,september,good,340
2016,october ,good,240
2016,october ,good,240
2016,october ,good,240
2016,october ,good,240
2016,october ,good,240
2016,october ,good,140
2016,november,good,440
2016,november,good,440
2016,november,good,440
2016,november,good,440
2016,november,good,340
2016,november,good,340
2016,december,good,240
2016,december,good,240
2016,december,good,240
2016,december,good,140
2016,december,good,140
2016,december,good,140
2016,january,bad,240
2016,january,bad,240
2016,january,bad,240
2016,january,bad,240
2016,january,bad,340
2016,january,bad,340
2016,february,bad,440
2016,february,bad,440
2016,february,bad,440
2016,february,bad,440
2016,february,bad,540
2016,february,bad,540
2016,march,bad,840
2016,march,bad,840
2016,march,bad,840
2016,march,bad,940
2016,march,bad,940
2016,march,bad,940
2016,april ,bad,6240
2016,april ,bad,5840
2016,april ,bad,6240
2016,april ,bad,6340
2016,april ,bad,6340
2016,april ,bad,6540
2016,may,bad,2040
2016,may,bad,2140
2016,may,bad,2240
2016,may,bad,2340
2016,may,bad,1950
2016,may,bad,2040
2016,june ,bad,1040
2016,june ,bad,1240
2016,june ,bad,1040
2016,june ,bad,1240
2016,june ,bad,1040
2016,june ,bad,1240
2016,july ,bad,440
2016,july ,bad,440
2016,july ,bad,540
2016,july ,bad,540
2016,july ,bad,440
2016,july ,bad,540
2016,august ,bad,2040
2016,august ,bad,2040
2016,august ,bad,2240
2016,august ,bad,1950
2016,august ,bad,2140
2016,august ,bad,1840
2016,september,bad,840
2016,september,bad,840
2016,september,bad,940
2016,september,bad,1040
2016,september,bad,940
2016,september,bad,1040
2016,october ,bad,440
2016,october ,bad,440
2016,october ,bad,440
2016,october ,bad,440
2016,october ,bad,440
2016,october ,bad,540
2016,november,bad,840
2016,november,bad,840
2016,november,bad,840
2016,november,bad,840
2016,november,bad,840
2016,november,bad,840
2016,december,bad,440
2016,december,bad,440
2016,december,bad,440
2016,december,bad,540
2016,december,bad,540
2016,december,bad,540
2016,january,bad,240
2016,february,bad,440
2016,march,bad,840
2016,april ,bad,6040
2016,may,bad,2040
2016,june ,bad,1040
2016,july ,bad,440
2016,august ,bad,2040
2016,september,bad,840
2016,october ,bad,440
2016,november,bad,840
2016,december,bad,440
2016,january,good,140
2016,april ,bad,7040
2016,april ,bad,7040
2016,december,bad,590
2016,april ,bad,5840
2016,april ,bad,6240
2016,april ,bad,6340
2016,april ,bad,6540
2016,april ,bad,6640
2016,april ,bad,6640
2016,august ,good,1640
2016,june ,bad,2340
2016,april ,bad,6640
2017,january,good,60
2017,february,good,160
2017,march,good,360
2017,april ,good,2960
2017,may,good,960
2017,june ,good,460
2017,july ,good,160
2017,august ,good,960
2017,september,good,360
2017,october ,good,160
2017,november,good,360
2017,december,good,160
2017,january,bad,160
2017,february,bad,360
2017,march,bad,760
2017,april ,bad,5960
2017,may,bad,1960
2017,june ,bad,960
2017,july ,bad,360
2017,august ,bad,1960
2017,september,bad,760
2017,october ,bad,360
2017,november,bad,760
2017,december,bad,360
2017,january,good,160
2017,january,bad,260
2017,january,good,60
2017,february,good,160
2017,february,bad,360
2017,february,good,160
2017,february,bad,460
2017,january,bad,160
2017,march,good,260
2017,march,good,260
2017,march,bad,760
2017,march,bad,860
2017,april ,bad,6160
2017,april ,bad,6360
2017,april ,good,2760
2017,april ,good,2560
2017,may,bad,2160
2017,may,bad,2360
2017,may,good,760
2017,may,good,560
2017,june ,bad,960
2017,june ,bad,960
2017,june ,good,460
2017,june ,good,560
2017,july ,bad,360
2017,july ,bad,460
2017,july ,good,260
2017,july ,good,160
2017,august ,bad,2160
2017,august ,bad,2160
2017,august ,good,960
2017,august ,good,860
2017,september,good,260
2017,september,good,360
2017,september,bad,860
2017,september,bad,960
2017,october ,good,60
2017,october ,good,160
2017,october ,bad,360
2017,october ,bad,460
2017,november,bad,860
2017,november,bad,960
2017,november,good,260
2017,november,good,360
2017,december,bad,360
2017,december,bad,460
